Domain	Phylum	Class	Order	Family	Genus	Species	tax_id	tax_level	21hA_minus_num	21hA_minus_frac	21hA_plus_num	21hA_plus_frac	21hB_minus_num	21hB_minus_frac	21hB_plus_num	21hB_plus_frac	21hC_minus_num	21hC_minus_frac	21hC_plus_num	21hC_plus_frac	4hA_minus_num	4hA_minus_frac	4hA_plus_num	4hA_plus_frac	4hB_minus_num	4hB_minus_frac	4hB_plus_num	4hB_plus_frac	4hC_minus_num	4hC_minus_frac	4hC_plus_num	4hC_plus_frac	SYTO_10_num	SYTO_10_frac	SYTO_11_num	SYTO_11_frac	SYTO_12_num	SYTO_12_frac	SYTO_13_num	SYTO_13_frac	SYTO_14_num	SYTO_14_frac	SYTO_15_num	SYTO_15_frac	SYTO_16_num	SYTO_16_frac	SYTO_17_num	SYTO_17_frac	SYTO_18_num	SYTO_18_frac	SYTO_1_num	SYTO_1_frac	SYTO_2_num	SYTO_2_frac	SYTO_3_num	SYTO_3_frac	SYTO_4_num	SYTO_4_frac	SYTO_5_num	SYTO_5_frac	SYTO_6_num	SYTO_6_frac	SYTO_7_num	SYTO_7_frac	SYTO_8_num	SYTO_8_frac	SYTO_9_num	SYTO_9_frac	Total_A_num	Total_A_frac	Total_B_num	Total_B_frac	Total_C_num	Total_C_frac
Viruses	Uroviricota	Caudoviricetes	NA	Straboviridae	Tequatrovirus	Tequatrovirus pd112	2844225	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Straboviridae	Mosigvirus	Mosigvirus HX01	1914155	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Straboviridae	Gelderlandvirus	Gelderlandvirus cgg41	2955945	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Straboviridae	Mosugukvirus	Mosugukvirus pm2	2956206	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Straboviridae	Gaprivervirus	Gaprivervirus sp18	1913995	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Straboviridae	Kagamiyamavirus	Kagamiyamavirus ecs1	2956045	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0
Viruses	Uroviricota	Caudoviricetes	NA	Straboviridae	Tulanevirus	Tulanevirus 60ahydrpp	2956562	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	3	0
Viruses	Uroviricota	Caudoviricetes	NA	Straboviridae	Tulanevirus	Tulanevirus bteighttwo	233894	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Straboviridae	Lazarusvirus	Lazarusvirus berthold	2843633	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Straboviridae	Pseudotevenvirus	Pseudotevenvirus lee	2844036	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0
Viruses	Uroviricota	Caudoviricetes	NA	Straboviridae	Cinqassovirus	Cinqassovirus aeh1	227470	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0
Viruses	Uroviricota	Caudoviricetes	NA	Straboviridae	Cinqassovirus	Cinqassovirus ah1	2955704	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Straboviridae	Ceceduovirus	Ceceduovirus aszj	2843652	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Straboviridae	Schizotequatrovirus	Schizotequatrovirus KVP40	1914019	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	0	9	0
Viruses	Uroviricota	Caudoviricetes	NA	Straboviridae	Gualtarvirus	Gualtarvirus mp1	2955964	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Straboviridae	Krischvirus	Krischvirus georgiaone	1985353	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Straboviridae	Angelvirus	Angelvirus px29	2955358	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Viruses	Uroviricota	Caudoviricetes	NA	Peduoviridae	Valbvirus	Valbvirus ValB1MD2	2956629	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22467	0.0004	85747	0.00119	29801	0.00056
Viruses	Uroviricota	Caudoviricetes	NA	Peduoviridae	Playavirus	Playavirus SMHB1	2734070	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Peduoviridae	Nampongvirus	Nampongvirus ST79	2734068	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	NA	Fishburnevirus	Fishburnevirus arib1	2955895	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	8	0	8	0
Viruses	Uroviricota	Caudoviricetes	NA	NA	Fishburnevirus	Fishburnevirus jebeks	1983740	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	NA	Fishburnevirus	Fishburnevirus malithi	1983741	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	16	0	8	0
Viruses	Uroviricota	Caudoviricetes	NA	NA	Wizardvirus	Wizardvirus phlop	2956691	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	12	0	9	0
Viruses	Uroviricota	Caudoviricetes	NA	NA	Wizardvirus	Wizardvirus twister6	2170253	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	31	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	NA	Wizardvirus	Wizardvirus barb	2956683	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	NA	Wizardvirus	Wizardvirus danyall	2956684	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	NA	Vividuovirus	Vividuovirus geodirt	2956661	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	17	0	1	0
Viruses	Uroviricota	Caudoviricetes	NA	NA	Vividuovirus	Vividuovirus rofo	2956668	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	26	0	10	0
Viruses	Uroviricota	Caudoviricetes	NA	NA	Vividuovirus	Vividuovirus love	2956664	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	8	0
Viruses	Uroviricota	Caudoviricetes	NA	NA	Vividuovirus	Gordonia virus Lennon	2560504	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	NA	Vividuovirus	Vividuovirus keitabear	2956663	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	10	0	2	0
Viruses	Uroviricota	Caudoviricetes	NA	Vilmaviridae	Reyvirus	Reyvirus mrmagoo	2956367	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0	5	0
Viruses	Uroviricota	Caudoviricetes	NA	Vilmaviridae	Faithunavirus	Faithunavirus guuelaD	2955883	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5	0	10	0
Viruses	Uroviricota	Caudoviricetes	NA	Vilmaviridae	Bronvirus	Bronvirus cicholasnage	2955541	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Vilmaviridae	Lumosvirus	Lumosvirus whirlwind	2956138	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5	0	12	0
Viruses	Uroviricota	Caudoviricetes	NA	Vilmaviridae	Lumosvirus	Lumosvirus lolly9	2956136	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0
Viruses	Uroviricota	Caudoviricetes	NA	Kyanoviridae	Nereusvirus	Nereusvirus tusconc4	2734124	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	9	0	9	0
Viruses	Uroviricota	Caudoviricetes	NA	Kyanoviridae	Nilusvirus	Nilusvirus ssm2	2956223	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0
Viruses	Uroviricota	Caudoviricetes	NA	Kyanoviridae	Neptunevirus	Neptunevirus srim50	2734122	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Kyanoviridae	Emcearvirus	Emcearvirus gerard	2955859	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Kyanoviridae	Leucotheavirus	Leucotheavirus syn30	2734114	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Kyanoviridae	Sokavirus	Sokavirus swam1	2956469	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Kyanoviridae	Greenvirus	Greenvirus ssm4	2955958	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Kyanoviridae	Chalconvirus	Chalconvirus acg2014e	2955602	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	6	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Kyanoviridae	Namakavirus	Namakavirus smbcm6	2734120	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Kyanoviridae	Anaposvirus	Anaposvirus socalone	2734083	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	1	0
Viruses	Uroviricota	Caudoviricetes	NA	Kyanoviridae	Thaumasvirus	Thaumasvirus stim4	2734148	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Kyanoviridae	Libanvirus	Libanvirus ptim40	2734115	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Kyanoviridae	Ronodorvirus	Ronodorvirus ssm4	2845939	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Kyanoviridae	Atlauavirus	Atlauavirus tusconc8	2734085	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0
Viruses	Uroviricota	Caudoviricetes	NA	Schitoviridae	Litunavirus	Litunavirus LIT1	1920763	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Schitoviridae	Litunavirus	Litunavirus PA26	1920764	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Schitoviridae	NA	Alteromonas phage vB_AmaP_AD45-P1	1300004	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0
Viruses	Uroviricota	Caudoviricetes	NA	Schitoviridae	Zicotriavirus	Zicotriavirus ZC08	2845968	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
Viruses	Uroviricota	Caudoviricetes	NA	Schitoviridae	Dorisvirus	Dorisvirus 49B3	2846600	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Schitoviridae	Gamaleyavirus	Gamaleyavirus APEC5	1920756	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Schitoviridae	Oliverunavirus	Oliverunavirus OLIVR1	2956234	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	Schitoviridae	Presleyvirus	Presleyvirus presley	2843639	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	NA	Charlievirus	Charlievirus phrann	2170173	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	14	0
Viruses	Uroviricota	Caudoviricetes	NA	NA	Charlievirus	Charlievirus redi	2003505	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	NA	Charlievirus	Charlievirus Charlie	2003506	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	NA	Charlievirus	Charlievirus panchino	2170172	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	NA	Omegavirus	Mycobacterium phage Wanda	1340713	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	17	0	8	0
Viruses	Uroviricota	Caudoviricetes	NA	NA	Omegavirus	Mycobacterium phage Minerva	1527513	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	21	0	15	0
Viruses	Uroviricota	Caudoviricetes	NA	NA	Omegavirus	Mycobacterium phage Ariel	1541824	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	13	0
Viruses	Uroviricota	Caudoviricetes	NA	NA	Omegavirus	Mycobacterium phage MiaZeal	1567005	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	21	0	11	0
Viruses	Uroviricota	Caudoviricetes	NA	NA	Omegavirus	Omegavirus courthouse	1089119	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
Viruses	Uroviricota	Caudoviricetes	NA	NA	Kroosvirus	Kroosvirus ribeye	2956092	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	24	0	10	0
Viruses	Uroviricota	Caudoviricetes	NA	NA	Kroosvirus	Kroosvirus bizzy	2956088	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	3	0
